Date,mean,sum,std,sem
2024-02-24,9306.103448275862,269877.0,3638.12687622184,675.5832006110359
2024-02-25,9213.068965517241,267179.0,4069.985195928099,755.7772773334631
2024-02-26,10444.758620689656,302898.0,4769.514415649013,885.6765923542673
2024-02-27,11796.51724137931,342099.0,5903.262636764579,1096.2083516819534
