"","Dec_time","Condition","date","Dec_ZT_time","mean_of_sleep_counts","sem"
"1254",1253,"wt",2024-02-24,893,0.827586206896552,0.0713860923457608
"1255",1254,"wt",2024-02-24,894,0.827586206896552,0.0713860923457608
"1256",1255,"wt",2024-02-24,895,0.793103448275862,0.0765530555069953
"1257",1256,"wt",2024-02-24,896,0.793103448275862,0.0765530555069953
"1258",1257,"wt",2024-02-24,897,0.758620689655172,0.080869237238335
"1259",1258,"wt",2024-02-24,898,0.758620689655172,0.080869237238335
"1260",1259,"wt",2024-02-24,899,0.689655172413793,0.0874297504891569
"1261",1260,"wt",2024-02-24,900,0.724137931034483,0.0844651635442475
"1262",1261,"wt",2024-02-24,901,0.689655172413793,0.0874297504891569
"1263",1262,"wt",2024-02-24,902,0.655172413793103,0.0898255296985737
"1264",1263,"wt",2024-02-24,903,0.620689655172414,0.0916970959063364
"1265",1264,"wt",2024-02-24,904,0.724137931034483,0.0844651635442475
"1266",1265,"wt",2024-02-24,905,0.689655172413793,0.0874297504891569
"1267",1266,"wt",2024-02-24,906,0.689655172413793,0.0874297504891569
"1268",1267,"wt",2024-02-24,907,0.724137931034483,0.0844651635442475
"1269",1268,"wt",2024-02-24,908,0.758620689655172,0.080869237238335
"1270",1269,"wt",2024-02-24,909,0.724137931034483,0.0844651635442475
"1271",1270,"wt",2024-02-24,910,0.655172413793103,0.0898255296985737
"1272",1271,"wt",2024-02-24,911,0.620689655172414,0.0916970959063364
"1273",1272,"wt",2024-02-24,912,0.655172413793103,0.0898255296985737
"1274",1273,"wt",2024-02-24,913,0.689655172413793,0.0874297504891569
"1275",1274,"wt",2024-02-24,914,0.689655172413793,0.0874297504891569
"1276",1275,"wt",2024-02-24,915,0.655172413793103,0.0898255296985737
"1277",1276,"wt",2024-02-24,916,0.689655172413793,0.0874297504891569
"1278",1277,"wt",2024-02-24,917,0.689655172413793,0.0874297504891569
"1279",1278,"wt",2024-02-24,918,0.758620689655172,0.080869237238335
"1280",1279,"wt",2024-02-24,919,0.689655172413793,0.0874297504891569
"1281",1280,"wt",2024-02-24,920,0.689655172413793,0.0874297504891569
"1282",1281,"wt",2024-02-24,921,0.689655172413793,0.0874297504891569
"1283",1282,"wt",2024-02-24,922,0.620689655172414,0.0916970959063364
"1284",1283,"wt",2024-02-24,923,0.620689655172414,0.0916970959063364
"1285",1284,"wt",2024-02-24,924,0.655172413793103,0.0898255296985737
"1286",1285,"wt",2024-02-24,925,0.620689655172414,0.0916970959063364
"1287",1286,"wt",2024-02-24,926,0.655172413793103,0.0898255296985737
"1288",1287,"wt",2024-02-24,927,0.689655172413793,0.0874297504891569
"1289",1288,"wt",2024-02-24,928,0.724137931034483,0.0844651635442475
"1290",1289,"wt",2024-02-24,929,0.724137931034483,0.0844651635442475
"1291",1290,"wt",2024-02-24,930,0.758620689655172,0.080869237238335
"1292",1291,"wt",2024-02-24,931,0.724137931034483,0.0844651635442475
"1293",1292,"wt",2024-02-24,932,0.793103448275862,0.0765530555069953
"1294",1293,"wt",2024-02-24,933,0.793103448275862,0.0765530555069953
"1295",1294,"wt",2024-02-24,934,0.827586206896552,0.0713860923457608
"1296",1295,"wt",2024-02-24,935,0.827586206896552,0.0713860923457608
"1297",1296,"wt",2024-02-24,936,0.758620689655172,0.080869237238335
"1298",1297,"wt",2024-02-24,937,0.758620689655172,0.080869237238335
"1299",1298,"wt",2024-02-24,938,0.758620689655172,0.080869237238335
"1300",1299,"wt",2024-02-24,939,0.758620689655172,0.080869237238335
"1301",1300,"wt",2024-02-24,940,0.758620689655172,0.080869237238335
"1302",1301,"wt",2024-02-24,941,0.827586206896552,0.0713860923457608
"1303",1302,"wt",2024-02-24,942,0.896551724137931,0.0575533076135366
"1304",1303,"wt",2024-02-24,943,0.896551724137931,0.0575533076135366
"1305",1304,"wt",2024-02-24,944,0.862068965517241,0.0651662884498668
"1306",1305,"wt",2024-02-24,945,0.827586206896552,0.0713860923457608
"1307",1306,"wt",2024-02-24,946,0.827586206896552,0.0713860923457608
"1308",1307,"wt",2024-02-24,947,0.793103448275862,0.0765530555069953
"1309",1308,"wt",2024-02-24,948,0.793103448275862,0.0765530555069953
"1310",1309,"wt",2024-02-24,949,0.827586206896552,0.0713860923457608
"1311",1310,"wt",2024-02-24,950,0.827586206896552,0.0713860923457608
"1312",1311,"wt",2024-02-24,951,0.793103448275862,0.0765530555069953
"1313",1312,"wt",2024-02-24,952,0.793103448275862,0.0765530555069953
"1314",1313,"wt",2024-02-24,953,0.862068965517241,0.0651662884498668
"1315",1314,"wt",2024-02-24,954,0.862068965517241,0.0651662884498668
"1316",1315,"wt",2024-02-24,955,0.827586206896552,0.0713860923457608
"1317",1316,"wt",2024-02-24,956,0.862068965517241,0.0651662884498668
"1318",1317,"wt",2024-02-24,957,0.862068965517241,0.0651662884498668
"1319",1318,"wt",2024-02-24,958,0.827586206896552,0.0713860923457608
"1320",1319,"wt",2024-02-24,959,0.793103448275862,0.0765530555069953
"1321",1320,"wt",2024-02-24,960,0.758620689655172,0.080869237238335
"1322",1321,"wt",2024-02-24,961,0.689655172413793,0.0874297504891569
"1323",1322,"wt",2024-02-24,962,0.689655172413793,0.0874297504891569
"1324",1323,"wt",2024-02-24,963,0.655172413793103,0.0898255296985737
"1325",1324,"wt",2024-02-24,964,0.689655172413793,0.0874297504891569
"1326",1325,"wt",2024-02-24,965,0.655172413793103,0.0898255296985737
"1327",1326,"wt",2024-02-24,966,0.689655172413793,0.0874297504891569
"1328",1327,"wt",2024-02-24,967,0.655172413793103,0.0898255296985737
"1329",1328,"wt",2024-02-24,968,0.724137931034483,0.0844651635442475
"1330",1329,"wt",2024-02-24,969,0.724137931034483,0.0844651635442475
"1331",1330,"wt",2024-02-24,970,0.758620689655172,0.080869237238335
"1332",1331,"wt",2024-02-24,971,0.758620689655172,0.080869237238335
"1333",1332,"wt",2024-02-24,972,0.724137931034483,0.0844651635442475
"1334",1333,"wt",2024-02-24,973,0.689655172413793,0.0874297504891569
"1335",1334,"wt",2024-02-24,974,0.724137931034483,0.0844651635442475
"1336",1335,"wt",2024-02-24,975,0.724137931034483,0.0844651635442475
"1337",1336,"wt",2024-02-24,976,0.724137931034483,0.0844651635442475
"1338",1337,"wt",2024-02-24,977,0.689655172413793,0.0874297504891569
"1339",1338,"wt",2024-02-24,978,0.758620689655172,0.080869237238335
"1340",1339,"wt",2024-02-24,979,0.758620689655172,0.080869237238335
"1341",1340,"wt",2024-02-24,980,0.758620689655172,0.080869237238335
"1342",1341,"wt",2024-02-24,981,0.758620689655172,0.080869237238335
"1343",1342,"wt",2024-02-24,982,0.724137931034483,0.0844651635442475
"1344",1343,"wt",2024-02-24,983,0.689655172413793,0.0874297504891569
"1345",1344,"wt",2024-02-24,984,0.655172413793103,0.0898255296985737
"1346",1345,"wt",2024-02-24,985,0.620689655172414,0.0916970959063364
"1347",1346,"wt",2024-02-24,986,0.586206896551724,0.0930760769837004
"1348",1347,"wt",2024-02-24,987,0.620689655172414,0.0916970959063364
"1349",1348,"wt",2024-02-24,988,0.620689655172414,0.0916970959063364
"1350",1349,"wt",2024-02-24,989,0.586206896551724,0.0930760769837004
"1351",1350,"wt",2024-02-24,990,0.620689655172414,0.0916970959063364
"1352",1351,"wt",2024-02-24,991,0.655172413793103,0.0898255296985737
"1353",1352,"wt",2024-02-24,992,0.689655172413793,0.0874297504891569
"1354",1353,"wt",2024-02-24,993,0.689655172413793,0.0874297504891569
"1355",1354,"wt",2024-02-24,994,0.724137931034483,0.0844651635442475
"1356",1355,"wt",2024-02-24,995,0.758620689655172,0.080869237238335
"1357",1356,"wt",2024-02-24,996,0.758620689655172,0.080869237238335
"1358",1357,"wt",2024-02-24,997,0.724137931034483,0.0844651635442475
"1359",1358,"wt",2024-02-24,998,0.724137931034483,0.0844651635442475
"1360",1359,"wt",2024-02-24,999,0.724137931034483,0.0844651635442475
"1361",1360,"wt",2024-02-24,1000,0.724137931034483,0.0844651635442475
"1362",1361,"wt",2024-02-24,1001,0.724137931034483,0.0844651635442475
"1363",1362,"wt",2024-02-24,1002,0.689655172413793,0.0874297504891569
"1364",1363,"wt",2024-02-24,1003,0.655172413793103,0.0898255296985737
"1365",1364,"wt",2024-02-24,1004,0.689655172413793,0.0874297504891569
"1366",1365,"wt",2024-02-24,1005,0.724137931034483,0.0844651635442475
"1367",1366,"wt",2024-02-24,1006,0.724137931034483,0.0844651635442475
"1368",1367,"wt",2024-02-24,1007,0.758620689655172,0.080869237238335
"1369",1368,"wt",2024-02-24,1008,0.793103448275862,0.0765530555069953
"1370",1369,"wt",2024-02-24,1009,0.793103448275862,0.0765530555069953
"1371",1370,"wt",2024-02-24,1010,0.758620689655172,0.080869237238335
"1372",1371,"wt",2024-02-24,1011,0.793103448275862,0.0765530555069953
"1373",1372,"wt",2024-02-24,1012,0.758620689655172,0.080869237238335
"1374",1373,"wt",2024-02-24,1013,0.724137931034483,0.0844651635442475
"1375",1374,"wt",2024-02-24,1014,0.724137931034483,0.0844651635442475
"1376",1375,"wt",2024-02-24,1015,0.724137931034483,0.0844651635442475
"1377",1376,"wt",2024-02-24,1016,0.655172413793103,0.0898255296985737
"1378",1377,"wt",2024-02-24,1017,0.586206896551724,0.0930760769837004
"1379",1378,"wt",2024-02-24,1018,0.620689655172414,0.0916970959063364
"1380",1379,"wt",2024-02-24,1019,0.620689655172414,0.0916970959063364
"1381",1380,"wt",2024-02-24,1020,0.586206896551724,0.0930760769837004
"1382",1381,"wt",2024-02-24,1021,0.655172413793103,0.0898255296985737
"1383",1382,"wt",2024-02-24,1022,0.655172413793103,0.0898255296985737
"1384",1383,"wt",2024-02-24,1023,0.724137931034483,0.0844651635442475
"1385",1384,"wt",2024-02-24,1024,0.724137931034483,0.0844651635442475
"1386",1385,"wt",2024-02-24,1025,0.758620689655172,0.080869237238335
"1387",1386,"wt",2024-02-24,1026,0.724137931034483,0.0844651635442475
"1388",1387,"wt",2024-02-24,1027,0.655172413793103,0.0898255296985737
"1389",1388,"wt",2024-02-24,1028,0.655172413793103,0.0898255296985737
"1390",1389,"wt",2024-02-24,1029,0.655172413793103,0.0898255296985737
"1391",1390,"wt",2024-02-24,1030,0.655172413793103,0.0898255296985737
"1392",1391,"wt",2024-02-24,1031,0.724137931034483,0.0844651635442475
"1393",1392,"wt",2024-02-24,1032,0.689655172413793,0.0874297504891569
"1394",1393,"wt",2024-02-24,1033,0.689655172413793,0.0874297504891569
"1395",1394,"wt",2024-02-24,1034,0.689655172413793,0.0874297504891569
"1396",1395,"wt",2024-02-24,1035,0.655172413793103,0.0898255296985737
"1397",1396,"wt",2024-02-24,1036,0.724137931034483,0.0844651635442475
"1398",1397,"wt",2024-02-24,1037,0.793103448275862,0.0765530555069953
"1399",1398,"wt",2024-02-24,1038,0.793103448275862,0.0765530555069953
"1400",1399,"wt",2024-02-24,1039,0.793103448275862,0.0765530555069953
"1401",1400,"wt",2024-02-24,1040,0.793103448275862,0.0765530555069953
"1402",1401,"wt",2024-02-24,1041,0.793103448275862,0.0765530555069953
"1403",1402,"wt",2024-02-24,1042,0.793103448275862,0.0765530555069953
"1404",1403,"wt",2024-02-24,1043,0.827586206896552,0.0713860923457608
"1405",1404,"wt",2024-02-24,1044,0.793103448275862,0.0765530555069953
"1406",1405,"wt",2024-02-24,1045,0.793103448275862,0.0765530555069953
"1407",1406,"wt",2024-02-24,1046,0.793103448275862,0.0765530555069953
"1408",1407,"wt",2024-02-24,1047,0.827586206896552,0.0713860923457608
"1409",1408,"wt",2024-02-24,1048,0.758620689655172,0.080869237238335
"1410",1409,"wt",2024-02-24,1049,0.724137931034483,0.0844651635442475
"1411",1410,"wt",2024-02-24,1050,0.758620689655172,0.080869237238335
"1412",1411,"wt",2024-02-24,1051,0.793103448275862,0.0765530555069953
"1413",1412,"wt",2024-02-24,1052,0.689655172413793,0.0874297504891569
"1414",1413,"wt",2024-02-24,1053,0.724137931034483,0.0844651635442475
"1415",1414,"wt",2024-02-24,1054,0.758620689655172,0.080869237238335
"1416",1415,"wt",2024-02-24,1055,0.724137931034483,0.0844651635442475
"1417",1416,"wt",2024-02-24,1056,0.758620689655172,0.080869237238335
"1418",1417,"wt",2024-02-24,1057,0.827586206896552,0.0713860923457608
"1419",1418,"wt",2024-02-24,1058,0.827586206896552,0.0713860923457608
"1420",1419,"wt",2024-02-24,1059,0.862068965517241,0.0651662884498668
"1421",1420,"wt",2024-02-24,1060,0.862068965517241,0.0651662884498668
"1422",1421,"wt",2024-02-24,1061,0.827586206896552,0.0713860923457608
"1423",1422,"wt",2024-02-24,1062,0.793103448275862,0.0765530555069953
"1424",1423,"wt",2024-02-24,1063,0.793103448275862,0.0765530555069953
"1425",1424,"wt",2024-02-24,1064,0.758620689655172,0.080869237238335
"1426",1425,"wt",2024-02-24,1065,0.724137931034483,0.0844651635442475
"1427",1426,"wt",2024-02-24,1066,0.758620689655172,0.080869237238335
"1428",1427,"wt",2024-02-24,1067,0.793103448275862,0.0765530555069953
"1429",1428,"wt",2024-02-24,1068,0.758620689655172,0.080869237238335
"1430",1429,"wt",2024-02-24,1069,0.758620689655172,0.080869237238335
"1431",1430,"wt",2024-02-24,1070,0.793103448275862,0.0765530555069953
"1432",1431,"wt",2024-02-24,1071,0.827586206896552,0.0713860923457608
"1433",1432,"wt",2024-02-24,1072,0.862068965517241,0.0651662884498668
"1434",1433,"wt",2024-02-24,1073,0.827586206896552,0.0713860923457608
"1435",1434,"wt",2024-02-24,1074,0.793103448275862,0.0765530555069953
"1436",1435,"wt",2024-02-24,1075,0.758620689655172,0.080869237238335
"1437",1436,"wt",2024-02-24,1076,0.724137931034483,0.0844651635442475
"1438",1437,"wt",2024-02-24,1077,0.724137931034483,0.0844651635442475
"1439",1438,"wt",2024-02-24,1078,0.724137931034483,0.0844651635442475
"1440",1439,"wt",2024-02-24,1079,0.724137931034483,0.0844651635442475
"1441",0,"wt",2024-02-25,1080,0.758620689655172,0.080869237238335
"1442",1,"wt",2024-02-25,1081,0.827586206896552,0.0713860923457608
"1443",2,"wt",2024-02-25,1082,0.827586206896552,0.0713860923457608
"1444",3,"wt",2024-02-25,1083,0.793103448275862,0.0765530555069953
"1445",4,"wt",2024-02-25,1084,0.758620689655172,0.080869237238335
"1446",5,"wt",2024-02-25,1085,0.758620689655172,0.080869237238335
"1447",6,"wt",2024-02-25,1086,0.758620689655172,0.080869237238335
"1448",7,"wt",2024-02-25,1087,0.793103448275862,0.0765530555069953
"1449",8,"wt",2024-02-25,1088,0.827586206896552,0.0713860923457608
"1450",9,"wt",2024-02-25,1089,0.827586206896552,0.0713860923457608
"1451",10,"wt",2024-02-25,1090,0.862068965517241,0.0651662884498668
"1452",11,"wt",2024-02-25,1091,0.896551724137931,0.0575533076135366
"1453",12,"wt",2024-02-25,1092,0.896551724137931,0.0575533076135366
"1454",13,"wt",2024-02-25,1093,0.827586206896552,0.0713860923457608
"1455",14,"wt",2024-02-25,1094,0.827586206896552,0.0713860923457608
"1456",15,"wt",2024-02-25,1095,0.827586206896552,0.0713860923457608
"1457",16,"wt",2024-02-25,1096,0.827586206896552,0.0713860923457608
"1458",17,"wt",2024-02-25,1097,0.827586206896552,0.0713860923457608
"1459",18,"wt",2024-02-25,1098,0.862068965517241,0.0651662884498668
"1460",19,"wt",2024-02-25,1099,0.862068965517241,0.0651662884498668
"1461",20,"wt",2024-02-25,1100,0.827586206896552,0.0713860923457608
"1462",21,"wt",2024-02-25,1101,0.827586206896552,0.0713860923457608
"1463",22,"wt",2024-02-25,1102,0.827586206896552,0.0713860923457608
"1464",23,"wt",2024-02-25,1103,0.827586206896552,0.0713860923457608
"1465",24,"wt",2024-02-25,1104,0.793103448275862,0.0765530555069953
"1466",25,"wt",2024-02-25,1105,0.793103448275862,0.0765530555069953
"1467",26,"wt",2024-02-25,1106,0.827586206896552,0.0713860923457608
"1468",27,"wt",2024-02-25,1107,0.793103448275862,0.0765530555069953
"1469",28,"wt",2024-02-25,1108,0.827586206896552,0.0713860923457608
"1470",29,"wt",2024-02-25,1109,0.896551724137931,0.0575533076135366
"1471",30,"wt",2024-02-25,1110,0.931034482758621,0.0478872465399596
"1472",31,"wt",2024-02-25,1111,0.896551724137931,0.0575533076135366
"1473",32,"wt",2024-02-25,1112,0.931034482758621,0.0478872465399596
"1474",33,"wt",2024-02-25,1113,0.96551724137931,0.0344827586206897
"1475",34,"wt",2024-02-25,1114,0.96551724137931,0.0344827586206897
"1476",35,"wt",2024-02-25,1115,0.931034482758621,0.0478872465399596
"1477",36,"wt",2024-02-25,1116,0.862068965517241,0.0651662884498668
"1478",37,"wt",2024-02-25,1117,0.827586206896552,0.0713860923457608
"1479",38,"wt",2024-02-25,1118,0.862068965517241,0.0651662884498668
"1480",39,"wt",2024-02-25,1119,0.827586206896552,0.0713860923457608
"1481",40,"wt",2024-02-25,1120,0.793103448275862,0.0765530555069953
"1482",41,"wt",2024-02-25,1121,0.793103448275862,0.0765530555069953
"1483",42,"wt",2024-02-25,1122,0.758620689655172,0.080869237238335
"1484",43,"wt",2024-02-25,1123,0.758620689655172,0.080869237238335
"1485",44,"wt",2024-02-25,1124,0.793103448275862,0.0765530555069953
"1486",45,"wt",2024-02-25,1125,0.758620689655172,0.080869237238335
"1487",46,"wt",2024-02-25,1126,0.827586206896552,0.0713860923457608
"1488",47,"wt",2024-02-25,1127,0.827586206896552,0.0713860923457608
"1489",48,"wt",2024-02-25,1128,0.827586206896552,0.0713860923457608
"1490",49,"wt",2024-02-25,1129,0.862068965517241,0.0651662884498668
"1491",50,"wt",2024-02-25,1130,0.827586206896552,0.0713860923457608
"1492",51,"wt",2024-02-25,1131,0.827586206896552,0.0713860923457608
"1493",52,"wt",2024-02-25,1132,0.758620689655172,0.080869237238335
"1494",53,"wt",2024-02-25,1133,0.758620689655172,0.080869237238335
"1495",54,"wt",2024-02-25,1134,0.758620689655172,0.080869237238335
"1496",55,"wt",2024-02-25,1135,0.827586206896552,0.0713860923457608
"1497",56,"wt",2024-02-25,1136,0.862068965517241,0.0651662884498668
"1498",57,"wt",2024-02-25,1137,0.827586206896552,0.0713860923457608
"1499",58,"wt",2024-02-25,1138,0.827586206896552,0.0713860923457608
"1500",59,"wt",2024-02-25,1139,0.827586206896552,0.0713860923457608
"1501",60,"wt",2024-02-25,1140,0.793103448275862,0.0765530555069953
"1502",61,"wt",2024-02-25,1141,0.793103448275862,0.0765530555069953
"1503",62,"wt",2024-02-25,1142,0.862068965517241,0.0651662884498668
"1504",63,"wt",2024-02-25,1143,0.862068965517241,0.0651662884498668
"1505",64,"wt",2024-02-25,1144,0.827586206896552,0.0713860923457608
"1506",65,"wt",2024-02-25,1145,0.827586206896552,0.0713860923457608
"1507",66,"wt",2024-02-25,1146,0.793103448275862,0.0765530555069953
"1508",67,"wt",2024-02-25,1147,0.793103448275862,0.0765530555069953
"1509",68,"wt",2024-02-25,1148,0.827586206896552,0.0713860923457608
"1510",69,"wt",2024-02-25,1149,0.827586206896552,0.0713860923457608
"1511",70,"wt",2024-02-25,1150,0.793103448275862,0.0765530555069953
"1512",71,"wt",2024-02-25,1151,0.793103448275862,0.0765530555069953
"1513",72,"wt",2024-02-25,1152,0.793103448275862,0.0765530555069953
"1514",73,"wt",2024-02-25,1153,0.827586206896552,0.0713860923457608
"1515",74,"wt",2024-02-25,1154,0.758620689655172,0.080869237238335
"1516",75,"wt",2024-02-25,1155,0.793103448275862,0.0765530555069953
"1517",76,"wt",2024-02-25,1156,0.793103448275862,0.0765530555069953
"1518",77,"wt",2024-02-25,1157,0.827586206896552,0.0713860923457608
"1519",78,"wt",2024-02-25,1158,0.827586206896552,0.0713860923457608
"1520",79,"wt",2024-02-25,1159,0.862068965517241,0.0651662884498668
"1521",80,"wt",2024-02-25,1160,0.862068965517241,0.0651662884498668
"1522",81,"wt",2024-02-25,1161,0.793103448275862,0.0765530555069953
"1523",82,"wt",2024-02-25,1162,0.758620689655172,0.080869237238335
"1524",83,"wt",2024-02-25,1163,0.724137931034483,0.0844651635442475
"1525",84,"wt",2024-02-25,1164,0.689655172413793,0.0874297504891569
"1526",85,"wt",2024-02-25,1165,0.655172413793103,0.0898255296985737
"1527",86,"wt",2024-02-25,1166,0.620689655172414,0.0916970959063364
"1528",87,"wt",2024-02-25,1167,0.724137931034483,0.0844651635442475
"1529",88,"wt",2024-02-25,1168,0.724137931034483,0.0844651635442475
"1530",89,"wt",2024-02-25,1169,0.724137931034483,0.0844651635442475
"1531",90,"wt",2024-02-25,1170,0.689655172413793,0.0874297504891569
"1532",91,"wt",2024-02-25,1171,0.758620689655172,0.080869237238335
"1533",92,"wt",2024-02-25,1172,0.793103448275862,0.0765530555069953
"1534",93,"wt",2024-02-25,1173,0.724137931034483,0.0844651635442475
"1535",94,"wt",2024-02-25,1174,0.689655172413793,0.0874297504891569
"1536",95,"wt",2024-02-25,1175,0.689655172413793,0.0874297504891569
"1537",96,"wt",2024-02-25,1176,0.724137931034483,0.0844651635442475
"1538",97,"wt",2024-02-25,1177,0.689655172413793,0.0874297504891569
"1539",98,"wt",2024-02-25,1178,0.689655172413793,0.0874297504891569
"1540",99,"wt",2024-02-25,1179,0.689655172413793,0.0874297504891569
"1541",100,"wt",2024-02-25,1180,0.689655172413793,0.0874297504891569
"1542",101,"wt",2024-02-25,1181,0.724137931034483,0.0844651635442475
"1543",102,"wt",2024-02-25,1182,0.758620689655172,0.080869237238335
"1544",103,"wt",2024-02-25,1183,0.827586206896552,0.0713860923457608
"1545",104,"wt",2024-02-25,1184,0.758620689655172,0.080869237238335
"1546",105,"wt",2024-02-25,1185,0.827586206896552,0.0713860923457608
"1547",106,"wt",2024-02-25,1186,0.793103448275862,0.0765530555069953
"1548",107,"wt",2024-02-25,1187,0.793103448275862,0.0765530555069953
"1549",108,"wt",2024-02-25,1188,0.793103448275862,0.0765530555069953
"1550",109,"wt",2024-02-25,1189,0.827586206896552,0.0713860923457608
"1551",110,"wt",2024-02-25,1190,0.896551724137931,0.0575533076135366
"1552",111,"wt",2024-02-25,1191,0.827586206896552,0.0713860923457608
"1553",112,"wt",2024-02-25,1192,0.827586206896552,0.0713860923457608
"1554",113,"wt",2024-02-25,1193,0.758620689655172,0.080869237238335
"1555",114,"wt",2024-02-25,1194,0.758620689655172,0.080869237238335
"1556",115,"wt",2024-02-25,1195,0.758620689655172,0.080869237238335
"1557",116,"wt",2024-02-25,1196,0.758620689655172,0.080869237238335
"1558",117,"wt",2024-02-25,1197,0.758620689655172,0.080869237238335
"1559",118,"wt",2024-02-25,1198,0.827586206896552,0.0713860923457608
"1560",119,"wt",2024-02-25,1199,0.862068965517241,0.0651662884498668
"1561",120,"wt",2024-02-25,1200,0.862068965517241,0.0651662884498668
"1562",121,"wt",2024-02-25,1201,0.827586206896552,0.0713860923457608
"1563",122,"wt",2024-02-25,1202,0.758620689655172,0.080869237238335
"1564",123,"wt",2024-02-25,1203,0.793103448275862,0.0765530555069953
"1565",124,"wt",2024-02-25,1204,0.827586206896552,0.0713860923457608
"1566",125,"wt",2024-02-25,1205,0.758620689655172,0.080869237238335
"1567",126,"wt",2024-02-25,1206,0.793103448275862,0.0765530555069953
"1568",127,"wt",2024-02-25,1207,0.827586206896552,0.0713860923457608
"1569",128,"wt",2024-02-25,1208,0.827586206896552,0.0713860923457608
"1570",129,"wt",2024-02-25,1209,0.827586206896552,0.0713860923457608
"1571",130,"wt",2024-02-25,1210,0.862068965517241,0.0651662884498668
"1572",131,"wt",2024-02-25,1211,0.827586206896552,0.0713860923457608
"1573",132,"wt",2024-02-25,1212,0.827586206896552,0.0713860923457608
"1574",133,"wt",2024-02-25,1213,0.862068965517241,0.0651662884498668
"1575",134,"wt",2024-02-25,1214,0.827586206896552,0.0713860923457608
"1576",135,"wt",2024-02-25,1215,0.827586206896552,0.0713860923457608
"1577",136,"wt",2024-02-25,1216,0.862068965517241,0.0651662884498668
"1578",137,"wt",2024-02-25,1217,0.827586206896552,0.0713860923457608
"1579",138,"wt",2024-02-25,1218,0.827586206896552,0.0713860923457608
"1580",139,"wt",2024-02-25,1219,0.793103448275862,0.0765530555069953
"1581",140,"wt",2024-02-25,1220,0.793103448275862,0.0765530555069953
"1582",141,"wt",2024-02-25,1221,0.724137931034483,0.0844651635442475
"1583",142,"wt",2024-02-25,1222,0.724137931034483,0.0844651635442475
"1584",143,"wt",2024-02-25,1223,0.689655172413793,0.0874297504891569
"1585",144,"wt",2024-02-25,1224,0.724137931034483,0.0844651635442475
"1586",145,"wt",2024-02-25,1225,0.758620689655172,0.080869237238335
"1587",146,"wt",2024-02-25,1226,0.724137931034483,0.0844651635442475
"1588",147,"wt",2024-02-25,1227,0.724137931034483,0.0844651635442475
"1589",148,"wt",2024-02-25,1228,0.758620689655172,0.080869237238335
"1590",149,"wt",2024-02-25,1229,0.689655172413793,0.0874297504891569
"1591",150,"wt",2024-02-25,1230,0.689655172413793,0.0874297504891569
"1592",151,"wt",2024-02-25,1231,0.655172413793103,0.0898255296985737
"1593",152,"wt",2024-02-25,1232,0.655172413793103,0.0898255296985737
"1594",153,"wt",2024-02-25,1233,0.689655172413793,0.0874297504891569
"1595",154,"wt",2024-02-25,1234,0.724137931034483,0.0844651635442475
"1596",155,"wt",2024-02-25,1235,0.793103448275862,0.0765530555069953
"1597",156,"wt",2024-02-25,1236,0.758620689655172,0.080869237238335
"1598",157,"wt",2024-02-25,1237,0.862068965517241,0.0651662884498668
"1599",158,"wt",2024-02-25,1238,0.862068965517241,0.0651662884498668
"1600",159,"wt",2024-02-25,1239,0.793103448275862,0.0765530555069953
"1601",160,"wt",2024-02-25,1240,0.793103448275862,0.0765530555069953
"1602",161,"wt",2024-02-25,1241,0.724137931034483,0.0844651635442475
"1603",162,"wt",2024-02-25,1242,0.724137931034483,0.0844651635442475
"1604",163,"wt",2024-02-25,1243,0.689655172413793,0.0874297504891569
"1605",164,"wt",2024-02-25,1244,0.689655172413793,0.0874297504891569
"1606",165,"wt",2024-02-25,1245,0.689655172413793,0.0874297504891569
"1607",166,"wt",2024-02-25,1246,0.724137931034483,0.0844651635442475
"1608",167,"wt",2024-02-25,1247,0.655172413793103,0.0898255296985737
"1609",168,"wt",2024-02-25,1248,0.655172413793103,0.0898255296985737
"1610",169,"wt",2024-02-25,1249,0.620689655172414,0.0916970959063364
"1611",170,"wt",2024-02-25,1250,0.655172413793103,0.0898255296985737
"1612",171,"wt",2024-02-25,1251,0.620689655172414,0.0916970959063364
"1613",172,"wt",2024-02-25,1252,0.620689655172414,0.0916970959063364
"1614",173,"wt",2024-02-25,1253,0.620689655172414,0.0916970959063364
"1615",174,"wt",2024-02-25,1254,0.586206896551724,0.0930760769837004
"1616",175,"wt",2024-02-25,1255,0.620689655172414,0.0916970959063364
"1617",176,"wt",2024-02-25,1256,0.517241379310345,0.0944349237077873
"1618",177,"wt",2024-02-25,1257,0.551724137931034,0.0939841577750685
"1619",178,"wt",2024-02-25,1258,0.551724137931034,0.0939841577750685
"1620",179,"wt",2024-02-25,1259,0.517241379310345,0.0944349237077873
"1621",180,"wt",2024-02-25,1260,0.620689655172414,0.0916970959063364
"1622",181,"wt",2024-02-25,1261,0.689655172413793,0.0874297504891569
"1623",182,"wt",2024-02-25,1262,0.689655172413793,0.0874297504891569
"1624",183,"wt",2024-02-25,1263,0.655172413793103,0.0898255296985737
"1625",184,"wt",2024-02-25,1264,0.655172413793103,0.0898255296985737
"1626",185,"wt",2024-02-25,1265,0.724137931034483,0.0844651635442475
"1627",186,"wt",2024-02-25,1266,0.758620689655172,0.080869237238335
"1628",187,"wt",2024-02-25,1267,0.793103448275862,0.0765530555069953
"1629",188,"wt",2024-02-25,1268,0.793103448275862,0.0765530555069953
