Channel,Time,Value,Bout_Length
data_10,2024-02-25 00:05:00,1,6.0
data_10,2024-02-25 00:11:00,0,110.0
data_10,2024-02-25 02:01:00,1,6.0
data_10,2024-02-25 02:07:00,0,4.0
data_10,2024-02-25 02:11:00,1,5.0
data_10,2024-02-25 02:16:00,0,31.0
data_10,2024-02-25 02:47:00,1,13.0
data_10,2024-02-25 03:00:00,0,18.0
data_10,2024-02-25 03:18:00,1,17.0
data_10,2024-02-25 03:35:00,0,11.0
data_10,2024-02-25 03:46:00,1,5.0
data_10,2024-02-25 03:51:00,0,26.0
data_10,2024-02-25 04:17:00,1,5.0
data_10,2024-02-25 04:22:00,0,6.0
data_10,2024-02-25 04:28:00,1,8.0
data_10,2024-02-25 04:36:00,0,8.0
data_10,2024-02-25 04:44:00,1,30.0
data_10,2024-02-25 05:14:00,0,28.0
data_10,2024-02-25 05:42:00,1,103.0
data_10,2024-02-25 07:25:00,0,1.0
data_10,2024-02-25 07:26:00,1,36.0
data_10,2024-02-25 08:02:00,0,15.0
data_10,2024-02-25 08:17:00,1,22.0
data_10,2024-02-25 08:39:00,0,2.0
data_10,2024-02-25 08:41:00,1,30.0
data_10,2024-02-25 09:11:00,0,11.0
data_10,2024-02-25 09:22:00,1,10.0
data_10,2024-02-25 09:32:00,0,3.0
data_10,2024-02-25 09:35:00,1,6.0
data_10,2024-02-25 09:41:00,0,14.0
data_10,2024-02-25 09:55:00,1,53.0
data_10,2024-02-25 10:48:00,0,2.0
data_10,2024-02-25 10:50:00,1,11.0
data_10,2024-02-25 11:01:00,0,2.0
data_10,2024-02-25 11:03:00,1,10.0
data_10,2024-02-25 11:13:00,0,22.0
data_10,2024-02-25 11:35:00,1,13.0
data_10,2024-02-25 11:48:00,0,16.0
data_10,2024-02-25 12:04:00,1,11.0
data_10,2024-02-25 12:15:00,0,11.0
data_10,2024-02-25 12:26:00,1,12.0
data_10,2024-02-25 12:38:00,0,1.0
data_10,2024-02-25 12:39:00,1,21.0
data_10,2024-02-25 13:00:00,0,14.0
data_10,2024-02-25 13:14:00,1,22.0
data_10,2024-02-25 13:36:00,0,2.0
data_10,2024-02-25 13:38:00,1,5.0
data_10,2024-02-25 13:43:00,0,15.0
data_10,2024-02-25 13:58:00,1,25.0
data_10,2024-02-25 14:23:00,0,7.0
data_10,2024-02-25 14:30:00,1,22.0
data_10,2024-02-25 14:52:00,0,24.0
data_10,2024-02-25 15:16:00,1,10.0
data_10,2024-02-25 15:26:00,0,3.0
data_10,2024-02-25 15:29:00,1,18.0
data_10,2024-02-25 15:47:00,0,5.0
data_10,2024-02-25 15:52:00,1,19.0
data_10,2024-02-25 16:11:00,0,4.0
data_10,2024-02-25 16:15:00,1,50.0
data_10,2024-02-25 17:05:00,0,2.0
data_10,2024-02-25 17:07:00,1,100.0
data_10,2024-02-25 18:47:00,0,3.0
data_10,2024-02-25 18:50:00,1,10.0
data_10,2024-02-25 19:00:00,0,51.0
data_10,2024-02-25 19:51:00,1,6.0
data_10,2024-02-25 19:57:00,0,2.0
data_10,2024-02-25 19:59:00,1,20.0
data_10,2024-02-25 20:19:00,0,37.0
data_10,2024-02-25 20:56:00,1,16.0
data_10,2024-02-25 21:12:00,0,62.0
data_10,2024-02-25 22:14:00,1,18.0
data_10,2024-02-25 22:32:00,0,77.0
data_10,2024-02-25 23:49:00,1,12.0
data_10,2024-02-26 00:01:00,0,16.0
data_10,2024-02-26 00:17:00,1,19.0
data_10,2024-02-26 00:36:00,0,25.0
data_10,2024-02-26 01:01:00,1,9.0
data_10,2024-02-26 01:10:00,0,6.0
data_10,2024-02-26 01:16:00,1,5.0
data_10,2024-02-26 01:21:00,0,32.0
data_10,2024-02-26 01:53:00,1,12.0
data_10,2024-02-26 02:05:00,0,31.0
data_10,2024-02-26 02:36:00,1,7.0
data_10,2024-02-26 02:43:00,0,41.0
data_10,2024-02-26 03:24:00,1,5.0
data_10,2024-02-26 03:29:00,0,3.0
data_10,2024-02-26 03:32:00,1,19.0
data_10,2024-02-26 03:51:00,0,4.0
data_10,2024-02-26 03:55:00,1,5.0
data_10,2024-02-26 04:00:00,0,21.0
data_10,2024-02-26 04:21:00,1,7.0
data_10,2024-02-26 04:28:00,0,34.0
data_10,2024-02-26 05:02:00,1,6.0
data_10,2024-02-26 05:08:00,0,4.0
data_10,2024-02-26 05:12:00,1,11.0
data_10,2024-02-26 05:23:00,0,16.0
data_10,2024-02-26 05:39:00,1,101.0
data_10,2024-02-26 07:20:00,0,5.0
data_10,2024-02-26 07:25:00,1,41.0
data_10,2024-02-26 08:06:00,0,1.0
data_10,2024-02-26 08:07:00,1,25.0
data_10,2024-02-26 08:32:00,0,9.0
data_10,2024-02-26 08:41:00,1,27.0
data_10,2024-02-26 09:08:00,0,12.0
data_10,2024-02-26 09:20:00,1,20.0
data_10,2024-02-26 09:40:00,0,3.0
data_10,2024-02-26 09:43:00,1,8.0
data_10,2024-02-26 09:51:00,0,26.0
data_10,2024-02-26 10:17:00,1,15.0
data_10,2024-02-26 10:32:00,0,4.0
data_10,2024-02-26 10:36:00,1,19.0
data_10,2024-02-26 10:55:00,0,8.0
data_10,2024-02-26 11:03:00,1,9.0
data_10,2024-02-26 11:12:00,0,4.0
data_10,2024-02-26 11:16:00,1,6.0
data_10,2024-02-26 11:22:00,0,11.0
data_10,2024-02-26 11:33:00,1,19.0
data_10,2024-02-26 11:52:00,0,8.0
data_10,2024-02-26 12:00:00,1,5.0
data_10,2024-02-26 12:05:00,0,1.0
data_10,2024-02-26 12:06:00,1,10.0
data_10,2024-02-26 12:16:00,0,18.0
data_10,2024-02-26 12:34:00,1,9.0
data_10,2024-02-26 12:43:00,0,1.0
data_10,2024-02-26 12:44:00,1,19.0
data_10,2024-02-26 13:03:00,0,2.0
data_10,2024-02-26 13:05:00,1,7.0
data_10,2024-02-26 13:12:00,0,25.0
data_10,2024-02-26 13:37:00,1,6.0
data_10,2024-02-26 13:43:00,0,18.0
data_10,2024-02-26 14:01:00,1,16.0
data_10,2024-02-26 14:17:00,0,1.0
data_10,2024-02-26 14:18:00,1,18.0
data_10,2024-02-26 14:36:00,0,16.0
data_10,2024-02-26 14:52:00,1,26.0
data_10,2024-02-26 15:18:00,0,12.0
data_10,2024-02-26 15:30:00,1,65.0
data_10,2024-02-26 16:35:00,0,3.0
data_10,2024-02-26 16:38:00,1,112.0
data_10,2024-02-26 18:30:00,0,2.0
data_10,2024-02-26 18:32:00,1,12.0
data_10,2024-02-26 18:44:00,0,1.0
data_10,2024-02-26 18:45:00,1,11.0
data_10,2024-02-26 18:56:00,0,29.0
data_10,2024-02-26 19:25:00,1,21.0
data_10,2024-02-26 19:46:00,0,57.0
data_10,2024-02-26 20:43:00,1,25.0
data_10,2024-02-26 21:08:00,0,35.0
data_10,2024-02-26 21:43:00,1,13.0
data_10,2024-02-26 21:56:00,0,49.0
data_10,2024-02-26 22:45:00,1,5.0
data_10,2024-02-26 22:50:00,0,6.0
data_10,2024-02-26 22:56:00,1,19.0
data_10,2024-02-26 23:15:00,0,67.0
data_10,2024-02-27 00:22:00,1,21.0
data_10,2024-02-27 00:43:00,0,37.0
data_10,2024-02-27 01:20:00,1,6.0
data_10,2024-02-27 01:26:00,0,19.0
data_10,2024-02-27 01:45:00,1,5.0
data_10,2024-02-27 01:50:00,0,68.0
data_10,2024-02-27 02:58:00,1,5.0
data_10,2024-02-27 03:03:00,0,16.0
data_10,2024-02-27 03:19:00,1,7.0
data_10,2024-02-27 03:26:00,0,3.0
data_10,2024-02-27 03:29:00,1,15.0
data_10,2024-02-27 03:44:00,0,10.0
data_10,2024-02-27 03:54:00,1,5.0
data_10,2024-02-27 03:59:00,0,24.0
data_10,2024-02-27 04:23:00,1,5.0
data_10,2024-02-27 04:28:00,0,6.0
data_10,2024-02-27 04:34:00,1,5.0
data_10,2024-02-27 04:39:00,0,3.0
data_10,2024-02-27 04:42:00,1,5.0
data_10,2024-02-27 04:47:00,0,5.0
data_10,2024-02-27 04:52:00,1,18.0
data_10,2024-02-27 05:10:00,0,9.0
data_10,2024-02-27 05:19:00,1,6.0
data_10,2024-02-27 05:25:00,0,18.0
data_10,2024-02-27 05:43:00,1,183.0
data_10,2024-02-27 08:46:00,0,3.0
data_10,2024-02-27 08:49:00,1,14.0
data_10,2024-02-27 09:03:00,0,2.0
data_10,2024-02-27 09:05:00,1,42.0
data_10,2024-02-27 09:47:00,0,30.0
data_10,2024-02-27 10:17:00,1,19.0
data_10,2024-02-27 10:36:00,0,4.0
data_10,2024-02-27 10:40:00,1,14.0
data_10,2024-02-27 10:54:00,0,10.0
data_10,2024-02-27 11:04:00,1,8.0
data_10,2024-02-27 11:12:00,0,1.0
data_10,2024-02-27 11:13:00,1,16.0
data_10,2024-02-27 11:29:00,0,5.0
data_10,2024-02-27 11:34:00,1,21.0
data_10,2024-02-27 11:55:00,0,25.0
data_10,2024-02-27 12:20:00,1,16.0
data_10,2024-02-27 12:36:00,0,1.0
data_10,2024-02-27 12:37:00,1,5.0
data_10,2024-02-27 12:42:00,0,2.0
data_10,2024-02-27 12:44:00,1,7.0
data_10,2024-02-27 12:51:00,0,7.0
data_10,2024-02-27 12:58:00,1,20.0
data_10,2024-02-27 13:18:00,0,1.0
data_10,2024-02-27 13:19:00,1,8.0
data_10,2024-02-27 13:27:00,0,18.0
data_10,2024-02-27 13:45:00,1,5.0
data_10,2024-02-27 13:50:00,0,10.0
data_10,2024-02-27 14:00:00,1,15.0
data_10,2024-02-27 14:15:00,0,1.0
data_10,2024-02-27 14:16:00,1,31.0
data_10,2024-02-27 14:47:00,0,7.0
data_10,2024-02-27 14:54:00,1,36.0
data_10,2024-02-27 15:30:00,0,4.0
data_10,2024-02-27 15:34:00,1,33.0
data_10,2024-02-27 16:07:00,0,11.0
data_10,2024-02-27 16:18:00,1,136.0
data_10,2024-02-27 18:34:00,0,16.0
data_10,2024-02-27 18:50:00,1,5.0
data_10,2024-02-27 18:55:00,0,10.0
data_10,2024-02-27 19:05:00,1,17.0
data_10,2024-02-27 19:22:00,0,37.0
data_10,2024-02-27 19:59:00,1,21.0
data_10,2024-02-27 20:20:00,0,74.0
data_10,2024-02-27 21:34:00,1,33.0
data_11,2024-02-24 00:00:00,0,39.0
data_11,2024-02-24 00:39:00,1,10.0
data_11,2024-02-24 00:49:00,0,2.0
data_11,2024-02-24 00:51:00,1,5.0
data_11,2024-02-24 00:56:00,0,21.0
data_11,2024-02-24 01:17:00,1,5.0
data_11,2024-02-24 01:22:00,0,42.0
data_11,2024-02-24 02:04:00,1,5.0
data_11,2024-02-24 02:09:00,0,78.0
data_11,2024-02-24 03:27:00,1,14.0
data_11,2024-02-24 03:41:00,0,2.0
data_11,2024-02-24 03:43:00,1,29.0
data_11,2024-02-24 04:12:00,0,1.0
data_11,2024-02-24 04:13:00,1,16.0
data_11,2024-02-24 04:29:00,0,7.0
data_11,2024-02-24 04:36:00,1,13.0
data_11,2024-02-24 04:49:00,0,3.0
data_11,2024-02-24 04:52:00,1,10.0
data_11,2024-02-24 05:02:00,0,5.0
data_11,2024-02-24 05:07:00,1,10.0
data_11,2024-02-24 05:17:00,0,2.0
data_11,2024-02-24 05:19:00,1,7.0
data_11,2024-02-24 05:26:00,0,11.0
data_11,2024-02-24 05:37:00,1,280.0
data_11,2024-02-24 10:17:00,0,6.0
data_11,2024-02-24 10:23:00,1,10.0
data_11,2024-02-24 10:33:00,0,4.0
data_11,2024-02-24 10:37:00,1,13.0
data_11,2024-02-24 10:50:00,0,20.0
data_11,2024-02-24 11:10:00,1,21.0
data_11,2024-02-24 11:31:00,0,6.0
data_11,2024-02-24 11:37:00,1,5.0
data_11,2024-02-24 11:42:00,0,20.0
data_11,2024-02-24 12:02:00,1,29.0
data_11,2024-02-24 12:31:00,0,22.0
data_11,2024-02-24 12:53:00,1,11.0
data_11,2024-02-24 13:04:00,0,1.0
data_11,2024-02-24 13:05:00,1,10.0
data_11,2024-02-24 13:15:00,0,5.0
data_11,2024-02-24 13:20:00,1,7.0
data_11,2024-02-24 13:27:00,0,5.0
data_11,2024-02-24 13:32:00,1,14.0
data_11,2024-02-24 13:46:00,0,9.0
data_11,2024-02-24 13:55:00,1,5.0
data_11,2024-02-24 14:00:00,0,12.0
data_11,2024-02-24 14:12:00,1,5.0
data_11,2024-02-24 14:17:00,0,14.0
data_11,2024-02-24 14:31:00,1,31.0
data_11,2024-02-24 15:02:00,0,7.0
data_11,2024-02-24 15:09:00,1,14.0
data_11,2024-02-24 15:23:00,0,17.0
data_11,2024-02-24 15:40:00,1,17.0
data_11,2024-02-24 15:57:00,0,26.0
data_11,2024-02-24 16:23:00,1,10.0
data_11,2024-02-24 16:33:00,0,8.0
data_11,2024-02-24 16:41:00,1,8.0
data_11,2024-02-24 16:49:00,0,8.0
data_11,2024-02-24 16:57:00,1,22.0
data_11,2024-02-24 17:19:00,0,6.0
data_11,2024-02-24 17:25:00,1,12.0
data_11,2024-02-24 17:37:00,0,7.0
data_11,2024-02-24 17:44:00,1,32.0
data_11,2024-02-24 18:16:00,0,4.0
data_11,2024-02-24 18:20:00,1,5.0
data_11,2024-02-24 18:25:00,0,20.0
data_11,2024-02-24 18:45:00,1,12.0
data_11,2024-02-24 18:57:00,0,275.0
data_11,2024-02-24 23:32:00,1,5.0
data_11,2024-02-24 23:37:00,0,5.0
data_11,2024-02-24 23:42:00,1,5.0
data_11,2024-02-24 23:47:00,0,26.0
data_11,2024-02-25 00:13:00,1,5.0
data_11,2024-02-25 00:18:00,0,19.0
data_11,2024-02-25 00:37:00,1,9.0
data_11,2024-02-25 00:46:00,0,49.0
data_11,2024-02-25 01:35:00,1,5.0
data_11,2024-02-25 01:40:00,0,25.0
data_11,2024-02-25 02:05:00,1,5.0
data_11,2024-02-25 02:10:00,0,11.0
data_11,2024-02-25 02:21:00,1,5.0
data_11,2024-02-25 02:26:00,0,24.0
data_11,2024-02-25 02:50:00,1,16.0
data_11,2024-02-25 03:06:00,0,11.0
data_11,2024-02-25 03:17:00,1,11.0
data_11,2024-02-25 03:28:00,0,9.0
data_11,2024-02-25 03:37:00,1,18.0
data_11,2024-02-25 03:55:00,0,3.0
data_11,2024-02-25 03:58:00,1,5.0
data_11,2024-02-25 04:03:00,0,5.0
data_11,2024-02-25 04:08:00,1,14.0
data_11,2024-02-25 04:22:00,0,27.0
data_11,2024-02-25 04:49:00,1,34.0
data_11,2024-02-25 05:23:00,0,2.0
data_11,2024-02-25 05:25:00,1,9.0
data_11,2024-02-25 05:34:00,0,9.0
data_11,2024-02-25 05:43:00,1,222.0
data_11,2024-02-25 09:25:00,0,8.0
data_11,2024-02-25 09:33:00,1,47.0
data_11,2024-02-25 10:20:00,0,1.0
data_11,2024-02-25 10:21:00,1,18.0
data_11,2024-02-25 10:39:00,0,20.0
data_11,2024-02-25 10:59:00,1,22.0
data_11,2024-02-25 11:21:00,0,29.0
data_11,2024-02-25 11:50:00,1,9.0
data_11,2024-02-25 11:59:00,0,33.0
data_11,2024-02-25 12:32:00,1,6.0
data_11,2024-02-25 12:38:00,0,6.0
data_11,2024-02-25 12:44:00,1,35.0
data_11,2024-02-25 13:19:00,0,10.0
data_11,2024-02-25 13:29:00,1,8.0
data_11,2024-02-25 13:37:00,0,1.0
data_11,2024-02-25 13:38:00,1,14.0
data_11,2024-02-25 13:52:00,0,5.0
data_11,2024-02-25 13:57:00,1,13.0
data_11,2024-02-25 14:10:00,0,22.0
data_11,2024-02-25 14:32:00,1,11.0
data_11,2024-02-25 14:43:00,0,23.0
data_11,2024-02-25 15:06:00,1,8.0
data_11,2024-02-25 15:14:00,0,15.0
data_11,2024-02-25 15:29:00,1,9.0
data_11,2024-02-25 15:38:00,0,27.0
data_11,2024-02-25 16:05:00,1,13.0
data_11,2024-02-25 16:18:00,0,14.0
data_11,2024-02-25 16:32:00,1,17.0
data_11,2024-02-25 16:49:00,0,11.0
data_11,2024-02-25 17:00:00,1,22.0
data_11,2024-02-25 17:22:00,0,5.0
data_11,2024-02-25 17:27:00,1,22.0
data_11,2024-02-25 17:49:00,0,2.0
data_11,2024-02-25 17:51:00,1,23.0
data_11,2024-02-25 18:14:00,0,234.0
data_11,2024-02-25 22:08:00,1,6.0
data_11,2024-02-25 22:14:00,0,25.0
data_11,2024-02-25 22:39:00,1,9.0
data_11,2024-02-25 22:48:00,0,74.0
data_11,2024-02-26 00:02:00,1,6.0
data_11,2024-02-26 00:08:00,0,170.0
data_11,2024-02-26 02:58:00,1,17.0
data_11,2024-02-26 03:15:00,0,25.0
data_11,2024-02-26 03:40:00,1,11.0
data_11,2024-02-26 03:51:00,0,7.0
data_11,2024-02-26 03:58:00,1,28.0
data_11,2024-02-26 04:26:00,0,1.0
data_11,2024-02-26 04:27:00,1,22.0
data_11,2024-02-26 04:49:00,0,2.0
data_11,2024-02-26 04:51:00,1,21.0
data_11,2024-02-26 05:12:00,0,4.0
data_11,2024-02-26 05:16:00,1,224.0
data_11,2024-02-26 09:00:00,0,3.0
data_11,2024-02-26 09:03:00,1,15.0
data_11,2024-02-26 09:18:00,0,1.0
data_11,2024-02-26 09:19:00,1,21.0
data_11,2024-02-26 09:40:00,0,1.0
data_11,2024-02-26 09:41:00,1,12.0
data_11,2024-02-26 09:53:00,0,14.0
data_11,2024-02-26 10:07:00,1,28.0
data_11,2024-02-26 10:35:00,0,39.0
data_11,2024-02-26 11:14:00,1,18.0
data_11,2024-02-26 11:32:00,0,11.0
data_11,2024-02-26 11:43:00,1,12.0
data_11,2024-02-26 11:55:00,0,42.0
data_11,2024-02-26 12:37:00,1,12.0
data_11,2024-02-26 12:49:00,0,3.0
data_11,2024-02-26 12:52:00,1,20.0
data_11,2024-02-26 13:12:00,0,37.0
data_11,2024-02-26 13:49:00,1,7.0
data_11,2024-02-26 13:56:00,0,23.0
data_11,2024-02-26 14:19:00,1,20.0
data_11,2024-02-26 14:39:00,0,2.0
data_11,2024-02-26 14:41:00,1,11.0
data_11,2024-02-26 14:52:00,0,8.0
data_11,2024-02-26 15:00:00,1,43.0
data_11,2024-02-26 15:43:00,0,25.0
data_11,2024-02-26 16:08:00,1,22.0
data_11,2024-02-26 16:30:00,0,9.0
data_11,2024-02-26 16:39:00,1,38.0
data_11,2024-02-26 17:17:00,0,2.0
data_11,2024-02-26 17:19:00,1,16.0
data_11,2024-02-26 17:35:00,0,2.0
data_11,2024-02-26 17:37:00,1,37.0
data_11,2024-02-26 18:14:00,0,1.0
data_11,2024-02-26 18:15:00,1,12.0
data_11,2024-02-26 18:27:00,0,3.0
data_11,2024-02-26 18:30:00,1,5.0
data_11,2024-02-26 18:35:00,0,1.0
data_11,2024-02-26 18:36:00,1,5.0
data_11,2024-02-26 18:41:00,0,6.0
data_11,2024-02-26 18:47:00,1,13.0
data_11,2024-02-26 19:00:00,0,80.0
data_11,2024-02-26 20:20:00,1,31.0
data_11,2024-02-26 20:51:00,0,11.0
data_11,2024-02-26 21:02:00,1,5.0
data_11,2024-02-26 21:07:00,0,47.0
data_11,2024-02-26 21:54:00,1,5.0
data_11,2024-02-26 21:59:00,0,32.0
data_11,2024-02-26 22:31:00,1,17.0
data_11,2024-02-26 22:48:00,0,28.0
data_11,2024-02-26 23:16:00,1,5.0
data_11,2024-02-26 23:21:00,0,25.0
data_11,2024-02-26 23:46:00,1,5.0
data_11,2024-02-26 23:51:00,0,48.0
data_11,2024-02-27 00:39:00,1,14.0
data_11,2024-02-27 00:53:00,0,3.0
data_11,2024-02-27 00:56:00,1,5.0
data_11,2024-02-27 01:01:00,0,143.0
data_11,2024-02-27 03:24:00,1,5.0
data_11,2024-02-27 03:29:00,0,8.0
data_11,2024-02-27 03:37:00,1,18.0
data_11,2024-02-27 03:55:00,0,47.0
data_11,2024-02-27 04:42:00,1,6.0
data_11,2024-02-27 04:48:00,0,11.0
data_11,2024-02-27 04:59:00,1,8.0
data_11,2024-02-27 05:07:00,0,1.0
data_11,2024-02-27 05:08:00,1,5.0
data_11,2024-02-27 05:13:00,0,24.0
data_11,2024-02-27 05:37:00,1,5.0
data_11,2024-02-27 05:42:00,0,8.0
data_11,2024-02-27 05:50:00,1,188.0
data_11,2024-02-27 08:58:00,0,18.0
data_11,2024-02-27 09:16:00,1,7.0
data_11,2024-02-27 09:23:00,0,19.0
data_11,2024-02-27 09:42:00,1,36.0
data_11,2024-02-27 10:18:00,0,13.0
data_11,2024-02-27 10:31:00,1,8.0
data_11,2024-02-27 10:39:00,0,9.0
data_11,2024-02-27 10:48:00,1,9.0
data_11,2024-02-27 10:57:00,0,10.0
data_11,2024-02-27 11:07:00,1,14.0
data_11,2024-02-27 11:21:00,0,22.0
data_11,2024-02-27 11:43:00,1,11.0
data_11,2024-02-27 11:54:00,0,22.0
data_11,2024-02-27 12:16:00,1,26.0
data_11,2024-02-27 12:42:00,0,28.0
data_11,2024-02-27 13:10:00,1,5.0
data_11,2024-02-27 13:15:00,0,3.0
data_11,2024-02-27 13:18:00,1,12.0
data_11,2024-02-27 13:30:00,0,27.0
data_11,2024-02-27 13:57:00,1,11.0
data_11,2024-02-27 14:08:00,0,54.0
data_11,2024-02-27 15:02:00,1,18.0
data_11,2024-02-27 15:20:00,0,20.0
data_11,2024-02-27 15:40:00,1,11.0
data_11,2024-02-27 15:51:00,0,4.0
data_11,2024-02-27 15:55:00,1,44.0
data_11,2024-02-27 16:39:00,0,24.0
data_11,2024-02-27 17:03:00,1,11.0
data_11,2024-02-27 17:14:00,0,2.0
data_11,2024-02-27 17:16:00,1,15.0
data_11,2024-02-27 17:31:00,0,2.0
data_11,2024-02-27 17:33:00,1,11.0
data_11,2024-02-27 17:44:00,0,9.0
data_11,2024-02-27 17:53:00,1,37.0
data_11,2024-02-27 18:30:00,0,3.0
data_11,2024-02-27 18:33:00,1,9.0
data_11,2024-02-27 18:42:00,0,47.0
data_11,2024-02-27 19:29:00,1,13.0
data_11,2024-02-27 19:42:00,0,47.0
data_11,2024-02-27 20:29:00,1,5.0
data_11,2024-02-27 20:34:00,0,18.0
data_11,2024-02-27 20:52:00,1,20.0
data_11,2024-02-27 21:12:00,0,4.0
data_11,2024-02-27 21:16:00,1,5.0
data_11,2024-02-27 21:21:00,0,1.0
data_11,2024-02-27 21:22:00,1,5.0
data_11,2024-02-27 21:27:00,0,34.0
data_11,2024-02-27 22:01:00,1,19.0
data_11,2024-02-27 22:20:00,0,1.0
data_11,2024-02-27 22:21:00,1,5.0
data_11,2024-02-27 22:26:00,0,4.0
data_11,2024-02-27 22:30:00,1,5.0
data_11,2024-02-27 22:35:00,0,11.0
data_11,2024-02-27 22:46:00,1,18.0
data_11,2024-02-27 23:04:00,0,10.0
data_11,2024-02-27 23:14:00,1,5.0
data_11,2024-02-27 23:19:00,0,12.0
data_11,2024-02-27 23:31:00,1,6.0
data_12,2024-02-24 00:00:00,1,10.0
data_12,2024-02-24 00:10:00,0,3.0
data_12,2024-02-24 00:13:00,1,32.0
data_12,2024-02-24 00:45:00,0,3.0
data_12,2024-02-24 00:48:00,1,17.0
data_12,2024-02-24 01:05:00,0,2.0
data_12,2024-02-24 01:07:00,1,5.0
data_12,2024-02-24 01:12:00,0,1.0
data_12,2024-02-24 01:13:00,1,13.0
data_12,2024-02-24 01:26:00,0,4.0
data_12,2024-02-24 01:30:00,1,43.0
data_12,2024-02-24 02:13:00,0,19.0
data_12,2024-02-24 02:32:00,1,10.0
data_12,2024-02-24 02:42:00,0,2.0
data_12,2024-02-24 02:44:00,1,46.0
data_12,2024-02-24 03:30:00,0,5.0
data_12,2024-02-24 03:35:00,1,6.0
data_12,2024-02-24 03:41:00,0,4.0
data_12,2024-02-24 03:45:00,1,5.0
data_12,2024-02-24 03:50:00,0,24.0
data_12,2024-02-24 04:14:00,1,5.0
data_12,2024-02-24 04:19:00,0,13.0
data_12,2024-02-24 04:32:00,1,323.0
data_12,2024-02-24 09:55:00,0,1.0
data_12,2024-02-24 09:56:00,1,21.0
data_12,2024-02-24 10:17:00,0,9.0
data_12,2024-02-24 10:26:00,1,41.0
data_12,2024-02-24 11:07:00,0,34.0
data_12,2024-02-24 11:41:00,1,17.0
data_12,2024-02-24 11:58:00,0,18.0
data_12,2024-02-24 12:16:00,1,8.0
data_12,2024-02-24 12:24:00,0,40.0
data_12,2024-02-24 13:04:00,1,11.0
data_12,2024-02-24 13:15:00,0,47.0
data_12,2024-02-24 14:02:00,1,8.0
data_12,2024-02-24 14:10:00,0,2.0
data_12,2024-02-24 14:12:00,1,24.0
data_12,2024-02-24 14:36:00,0,42.0
data_12,2024-02-24 15:18:00,1,12.0
data_12,2024-02-24 15:30:00,0,30.0
data_12,2024-02-24 16:00:00,1,17.0
data_12,2024-02-24 16:17:00,0,4.0
data_12,2024-02-24 16:21:00,1,25.0
data_12,2024-02-24 16:46:00,0,5.0
data_12,2024-02-24 16:51:00,1,49.0
data_12,2024-02-24 17:40:00,0,2.0
data_12,2024-02-24 17:42:00,1,29.0
data_12,2024-02-24 18:11:00,0,1.0
data_12,2024-02-24 18:12:00,1,12.0
data_12,2024-02-24 18:24:00,0,9.0
data_12,2024-02-24 18:33:00,1,19.0
data_12,2024-02-24 18:52:00,0,11.0
data_12,2024-02-24 19:03:00,1,5.0
data_12,2024-02-24 19:08:00,0,17.0
data_12,2024-02-24 19:25:00,1,5.0
data_12,2024-02-24 19:30:00,0,75.0
data_12,2024-02-24 20:45:00,1,5.0
data_12,2024-02-24 20:50:00,0,61.0
data_12,2024-02-24 21:51:00,1,12.0
data_12,2024-02-24 22:03:00,0,44.0
data_12,2024-02-24 22:47:00,1,14.0
data_12,2024-02-24 23:01:00,0,6.0
data_12,2024-02-24 23:07:00,1,6.0
data_12,2024-02-24 23:13:00,0,11.0
data_12,2024-02-24 23:24:00,1,7.0
data_12,2024-02-24 23:31:00,0,16.0
data_12,2024-02-24 23:47:00,1,5.0
data_12,2024-02-24 23:52:00,0,7.0
data_12,2024-02-24 23:59:00,1,8.0
data_12,2024-02-25 00:07:00,0,33.0
data_12,2024-02-25 00:40:00,1,9.0
data_12,2024-02-25 00:49:00,0,1.0
data_12,2024-02-25 00:50:00,1,5.0
data_12,2024-02-25 00:55:00,0,2.0
data_12,2024-02-25 00:57:00,1,11.0
data_12,2024-02-25 01:08:00,0,24.0
data_12,2024-02-25 01:32:00,1,13.0
data_12,2024-02-25 01:45:00,0,6.0
data_12,2024-02-25 01:51:00,1,5.0
data_12,2024-02-25 01:56:00,0,6.0
data_12,2024-02-25 02:02:00,1,11.0
data_12,2024-02-25 02:13:00,0,41.0
data_12,2024-02-25 02:54:00,1,13.0
data_12,2024-02-25 03:07:00,0,30.0
data_12,2024-02-25 03:37:00,1,6.0
data_12,2024-02-25 03:43:00,0,6.0
data_12,2024-02-25 03:49:00,1,20.0
data_12,2024-02-25 04:09:00,0,33.0
data_12,2024-02-25 04:42:00,1,58.0
data_12,2024-02-25 05:40:00,0,5.0
data_12,2024-02-25 05:45:00,1,5.0
data_12,2024-02-25 05:50:00,0,7.0
data_12,2024-02-25 05:57:00,1,151.0
data_12,2024-02-25 08:28:00,0,25.0
data_12,2024-02-25 08:53:00,1,26.0
data_12,2024-02-25 09:19:00,0,11.0
data_12,2024-02-25 09:30:00,1,27.0
data_12,2024-02-25 09:57:00,0,9.0
data_12,2024-02-25 10:06:00,1,10.0
data_12,2024-02-25 10:16:00,0,20.0
data_12,2024-02-25 10:36:00,1,20.0
data_12,2024-02-25 10:56:00,0,37.0
data_12,2024-02-25 11:33:00,1,14.0
data_12,2024-02-25 11:47:00,0,15.0
data_12,2024-02-25 12:02:00,1,6.0
data_12,2024-02-25 12:08:00,0,35.0
data_12,2024-02-25 12:43:00,1,23.0
data_12,2024-02-25 13:06:00,0,72.0
