Channel,Time,Value,Bout_Length
data_3,2024-02-24 00:00:00,0,49.0
data_3,2024-02-24 00:49:00,1,9.0
data_3,2024-02-24 00:58:00,0,19.0
data_3,2024-02-24 01:17:00,1,23.0
data_3,2024-02-24 01:40:00,0,34.0
data_3,2024-02-24 02:14:00,1,9.0
data_3,2024-02-24 02:23:00,0,23.0
data_3,2024-02-24 02:46:00,1,12.0
data_3,2024-02-24 02:58:00,0,3.0
data_3,2024-02-24 03:01:00,1,23.0
data_3,2024-02-24 03:24:00,0,2.0
data_3,2024-02-24 03:26:00,1,55.0
data_3,2024-02-24 04:21:00,0,3.0
data_3,2024-02-24 04:24:00,1,36.0
data_3,2024-02-24 05:00:00,0,4.0
data_3,2024-02-24 05:04:00,1,330.0
data_3,2024-02-24 10:34:00,0,1.0
data_3,2024-02-24 10:35:00,1,54.0
data_3,2024-02-24 11:29:00,0,6.0
data_3,2024-02-24 11:35:00,1,47.0
data_3,2024-02-24 12:22:00,0,2.0
data_3,2024-02-24 12:24:00,1,10.0
data_3,2024-02-24 12:34:00,0,3.0
data_3,2024-02-24 12:37:00,1,6.0
data_3,2024-02-24 12:43:00,0,2.0
data_3,2024-02-24 12:45:00,1,17.0
data_3,2024-02-24 13:02:00,0,5.0
data_3,2024-02-24 13:07:00,1,12.0
data_3,2024-02-24 13:19:00,0,10.0
data_3,2024-02-24 13:29:00,1,24.0
data_3,2024-02-24 13:53:00,0,2.0
data_3,2024-02-24 13:55:00,1,17.0
data_3,2024-02-24 14:12:00,0,2.0
data_3,2024-02-24 14:14:00,1,12.0
data_3,2024-02-24 14:26:00,0,15.0
data_3,2024-02-24 14:41:00,1,50.0
data_3,2024-02-24 15:31:00,0,6.0
data_3,2024-02-24 15:37:00,1,28.0
data_3,2024-02-24 16:05:00,0,3.0
data_3,2024-02-24 16:08:00,1,11.0
data_3,2024-02-24 16:19:00,0,15.0
data_3,2024-02-24 16:34:00,1,40.0
data_3,2024-02-24 17:14:00,0,4.0
data_3,2024-02-24 17:18:00,1,43.0
data_3,2024-02-24 18:01:00,0,2.0
data_3,2024-02-24 18:03:00,1,88.0
data_3,2024-02-24 19:31:00,0,6.0
data_3,2024-02-24 19:37:00,1,26.0
data_3,2024-02-24 20:03:00,0,7.0
data_3,2024-02-24 20:10:00,1,5.0
data_3,2024-02-24 20:15:00,0,31.0
data_3,2024-02-24 20:46:00,1,5.0
data_3,2024-02-24 20:51:00,0,4.0
data_3,2024-02-24 20:55:00,1,5.0
data_3,2024-02-24 21:00:00,0,22.0
data_3,2024-02-24 21:22:00,1,5.0
data_3,2024-02-24 21:27:00,0,32.0
data_3,2024-02-24 21:59:00,1,5.0
data_3,2024-02-24 22:04:00,0,9.0
data_3,2024-02-24 22:13:00,1,32.0
data_3,2024-02-24 22:45:00,0,7.0
data_3,2024-02-24 22:52:00,1,24.0
data_3,2024-02-24 23:16:00,0,29.0
data_3,2024-02-24 23:45:00,1,6.0
data_3,2024-02-24 23:51:00,0,48.0
data_3,2024-02-25 00:39:00,1,5.0
data_3,2024-02-25 00:44:00,0,39.0
data_3,2024-02-25 01:23:00,1,6.0
data_3,2024-02-25 01:29:00,0,5.0
data_3,2024-02-25 01:34:00,1,9.0
data_3,2024-02-25 01:43:00,0,31.0
data_3,2024-02-25 02:14:00,1,11.0
data_3,2024-02-25 02:25:00,0,4.0
data_3,2024-02-25 02:29:00,1,8.0
data_3,2024-02-25 02:37:00,0,4.0
data_3,2024-02-25 02:41:00,1,20.0
data_3,2024-02-25 03:01:00,0,20.0
data_3,2024-02-25 03:21:00,1,13.0
data_3,2024-02-25 03:34:00,0,3.0
data_3,2024-02-25 03:37:00,1,72.0
data_3,2024-02-25 04:49:00,0,5.0
data_3,2024-02-25 04:54:00,1,47.0
data_3,2024-02-25 05:41:00,0,8.0
data_3,2024-02-25 05:49:00,1,305.0
data_3,2024-02-25 10:54:00,0,5.0
data_3,2024-02-25 10:59:00,1,59.0
data_3,2024-02-25 11:58:00,0,8.0
data_3,2024-02-25 12:06:00,1,22.0
data_3,2024-02-25 12:28:00,0,32.0
data_3,2024-02-25 13:00:00,1,31.0
data_3,2024-02-25 13:31:00,0,15.0
data_3,2024-02-25 13:46:00,1,34.0
data_3,2024-02-25 14:20:00,0,47.0
data_3,2024-02-25 15:07:00,1,64.0
data_3,2024-02-25 16:11:00,0,7.0
data_3,2024-02-25 16:18:00,1,89.0
data_3,2024-02-25 17:47:00,0,1.0
data_3,2024-02-25 17:48:00,1,51.0
data_3,2024-02-25 18:39:00,0,1.0
data_3,2024-02-25 18:40:00,1,21.0
data_3,2024-02-25 19:01:00,0,7.0
data_3,2024-02-25 19:08:00,1,14.0
data_3,2024-02-25 19:22:00,0,3.0
data_3,2024-02-25 19:25:00,1,15.0
data_3,2024-02-25 19:40:00,0,38.0
data_3,2024-02-25 20:18:00,1,20.0
data_3,2024-02-25 20:38:00,0,4.0
data_3,2024-02-25 20:42:00,1,7.0
data_3,2024-02-25 20:49:00,0,132.0
data_3,2024-02-25 23:01:00,1,5.0
data_3,2024-02-25 23:06:00,0,9.0
data_3,2024-02-25 23:15:00,1,38.0
data_3,2024-02-25 23:53:00,0,117.0
data_3,2024-02-26 01:50:00,1,5.0
data_3,2024-02-26 01:55:00,0,75.0
data_3,2024-02-26 03:10:00,1,20.0
data_3,2024-02-26 03:30:00,0,1.0
data_3,2024-02-26 03:31:00,1,5.0
data_3,2024-02-26 03:36:00,0,10.0
data_3,2024-02-26 03:46:00,1,11.0
data_3,2024-02-26 03:57:00,0,21.0
data_3,2024-02-26 04:18:00,1,12.0
data_3,2024-02-26 04:30:00,0,1.0
data_3,2024-02-26 04:31:00,1,7.0
data_3,2024-02-26 04:38:00,0,7.0
data_3,2024-02-26 04:45:00,1,11.0
data_3,2024-02-26 04:56:00,0,2.0
data_3,2024-02-26 04:58:00,1,9.0
data_3,2024-02-26 05:07:00,0,5.0
data_3,2024-02-26 05:12:00,1,30.0
data_3,2024-02-26 05:42:00,0,3.0
data_3,2024-02-26 05:45:00,1,292.0
data_3,2024-02-26 10:37:00,0,7.0
data_3,2024-02-26 10:44:00,1,59.0
data_3,2024-02-26 11:43:00,0,9.0
data_3,2024-02-26 11:52:00,1,29.0
data_3,2024-02-26 12:21:00,0,2.0
data_3,2024-02-26 12:23:00,1,13.0
data_3,2024-02-26 12:36:00,0,22.0
data_3,2024-02-26 12:58:00,1,23.0
data_3,2024-02-26 13:21:00,0,24.0
data_3,2024-02-26 13:45:00,1,27.0
data_3,2024-02-26 14:12:00,0,4.0
data_3,2024-02-26 14:16:00,1,8.0
data_3,2024-02-26 14:24:00,0,7.0
data_3,2024-02-26 14:31:00,1,76.0
data_3,2024-02-26 15:47:00,0,31.0
data_3,2024-02-26 16:18:00,1,57.0
data_3,2024-02-26 17:15:00,0,2.0
data_3,2024-02-26 17:17:00,1,128.0
data_3,2024-02-26 19:25:00,0,2.0
data_3,2024-02-26 19:27:00,1,23.0
data_3,2024-02-26 19:50:00,0,8.0
data_3,2024-02-26 19:58:00,1,18.0
data_3,2024-02-26 20:16:00,0,4.0
data_3,2024-02-26 20:20:00,1,20.0
data_3,2024-02-26 20:40:00,0,8.0
data_3,2024-02-26 20:48:00,1,5.0
data_3,2024-02-26 20:53:00,0,50.0
data_3,2024-02-26 21:43:00,1,18.0
data_3,2024-02-26 22:01:00,0,45.0
data_3,2024-02-26 22:46:00,1,38.0
data_3,2024-02-26 23:24:00,0,18.0
data_3,2024-02-26 23:42:00,1,30.0
data_3,2024-02-27 00:12:00,0,26.0
data_3,2024-02-27 00:38:00,1,5.0
data_3,2024-02-27 00:43:00,0,3.0
data_3,2024-02-27 00:46:00,1,5.0
data_3,2024-02-27 00:51:00,0,24.0
data_3,2024-02-27 01:15:00,1,17.0
data_3,2024-02-27 01:32:00,0,12.0
data_3,2024-02-27 01:44:00,1,22.0
data_3,2024-02-27 02:06:00,0,8.0
data_3,2024-02-27 02:14:00,1,11.0
data_3,2024-02-27 02:25:00,0,64.0
data_3,2024-02-27 03:29:00,1,14.0
data_3,2024-02-27 03:43:00,0,2.0
data_3,2024-02-27 03:45:00,1,9.0
data_3,2024-02-27 03:54:00,0,31.0
data_3,2024-02-27 04:25:00,1,5.0
data_3,2024-02-27 04:30:00,0,8.0
data_3,2024-02-27 04:38:00,1,5.0
data_3,2024-02-27 04:43:00,0,3.0
data_3,2024-02-27 04:46:00,1,5.0
data_3,2024-02-27 04:51:00,0,1.0
data_3,2024-02-27 04:52:00,1,28.0
data_3,2024-02-27 05:20:00,0,1.0
data_3,2024-02-27 05:21:00,1,437.0
data_3,2024-02-27 12:38:00,0,13.0
data_3,2024-02-27 12:51:00,1,21.0
data_3,2024-02-27 13:12:00,0,1.0
data_3,2024-02-27 13:13:00,1,26.0
data_3,2024-02-27 13:39:00,0,1.0
data_3,2024-02-27 13:40:00,1,6.0
data_3,2024-02-27 13:46:00,0,2.0
data_3,2024-02-27 13:48:00,1,30.0
data_3,2024-02-27 14:18:00,0,1.0
data_3,2024-02-27 14:19:00,1,74.0
data_3,2024-02-27 15:33:00,0,6.0
data_3,2024-02-27 15:39:00,1,276.0
data_3,2024-02-27 20:15:00,0,13.0
data_3,2024-02-27 20:28:00,1,25.0
data_3,2024-02-27 20:53:00,0,23.0
data_3,2024-02-27 21:16:00,1,5.0
data_3,2024-02-27 21:21:00,0,7.0
data_3,2024-02-27 21:28:00,1,48.0
data_3,2024-02-27 22:16:00,0,3.0
data_3,2024-02-27 22:19:00,1,27.0
data_3,2024-02-27 22:46:00,0,13.0
data_3,2024-02-27 22:59:00,1,23.0
data_3,2024-02-27 23:22:00,0,3.0
data_3,2024-02-27 23:25:00,1,17.0
data_3,2024-02-27 23:42:00,0,9.0
data_3,2024-02-27 23:51:00,1,8.0
data_4,2024-02-24 00:00:00,0,3.0
data_4,2024-02-24 00:03:00,1,5.0
data_4,2024-02-24 00:08:00,0,12.0
data_4,2024-02-24 00:20:00,1,10.0
data_4,2024-02-24 00:30:00,0,1.0
data_4,2024-02-24 00:31:00,1,5.0
data_4,2024-02-24 00:36:00,0,1.0
data_4,2024-02-24 00:37:00,1,13.0
data_4,2024-02-24 00:50:00,0,5.0
data_4,2024-02-24 00:55:00,1,16.0
data_4,2024-02-24 01:11:00,0,91.0
data_4,2024-02-24 02:42:00,1,10.0
data_4,2024-02-24 02:52:00,0,2.0
data_4,2024-02-24 02:54:00,1,8.0
data_4,2024-02-24 03:02:00,0,6.0
data_4,2024-02-24 03:08:00,1,6.0
data_4,2024-02-24 03:14:00,0,3.0
data_4,2024-02-24 03:17:00,1,48.0
data_4,2024-02-24 04:05:00,0,7.0
data_4,2024-02-24 04:12:00,1,13.0
data_4,2024-02-24 04:25:00,0,8.0
data_4,2024-02-24 04:33:00,1,12.0
data_4,2024-02-24 04:45:00,0,28.0
data_4,2024-02-24 05:13:00,1,40.0
data_4,2024-02-24 05:53:00,0,4.0
data_4,2024-02-24 05:57:00,1,127.0
data_4,2024-02-24 08:04:00,0,3.0
data_4,2024-02-24 08:07:00,1,95.0
data_4,2024-02-24 09:42:00,0,15.0
data_4,2024-02-24 09:57:00,1,27.0
data_4,2024-02-24 10:24:00,0,9.0
data_4,2024-02-24 10:33:00,1,21.0
data_4,2024-02-24 10:54:00,0,10.0
data_4,2024-02-24 11:04:00,1,18.0
data_4,2024-02-24 11:22:00,0,18.0
data_4,2024-02-24 11:40:00,1,11.0
data_4,2024-02-24 11:51:00,0,12.0
data_4,2024-02-24 12:03:00,1,12.0
data_4,2024-02-24 12:15:00,0,5.0
data_4,2024-02-24 12:20:00,1,23.0
data_4,2024-02-24 12:43:00,0,8.0
data_4,2024-02-24 12:51:00,1,7.0
data_4,2024-02-24 12:58:00,0,5.0
data_4,2024-02-24 13:03:00,1,17.0
data_4,2024-02-24 13:20:00,0,13.0
data_4,2024-02-24 13:33:00,1,10.0
data_4,2024-02-24 13:43:00,0,2.0
data_4,2024-02-24 13:45:00,1,50.0
data_4,2024-02-24 14:35:00,0,4.0
data_4,2024-02-24 14:39:00,1,27.0
data_4,2024-02-24 15:06:00,0,2.0
data_4,2024-02-24 15:08:00,1,8.0
data_4,2024-02-24 15:16:00,0,1.0
data_4,2024-02-24 15:17:00,1,17.0
data_4,2024-02-24 15:34:00,0,12.0
data_4,2024-02-24 15:46:00,1,15.0
data_4,2024-02-24 16:01:00,0,10.0
data_4,2024-02-24 16:11:00,1,107.0
data_4,2024-02-24 17:58:00,0,1.0
data_4,2024-02-24 17:59:00,1,20.0
data_4,2024-02-24 18:19:00,0,4.0
data_4,2024-02-24 18:23:00,1,14.0
data_4,2024-02-24 18:37:00,0,27.0
data_4,2024-02-24 19:04:00,1,10.0
data_4,2024-02-24 19:14:00,0,36.0
data_4,2024-02-24 19:50:00,1,5.0
data_4,2024-02-24 19:55:00,0,1.0
data_4,2024-02-24 19:56:00,1,15.0
data_4,2024-02-24 20:11:00,0,59.0
data_4,2024-02-24 21:10:00,1,25.0
data_4,2024-02-24 21:35:00,0,50.0
data_4,2024-02-24 22:25:00,1,10.0
data_4,2024-02-24 22:35:00,0,81.0
data_4,2024-02-24 23:56:00,1,5.0
data_4,2024-02-25 00:01:00,0,73.0
data_4,2024-02-25 01:14:00,1,18.0
data_4,2024-02-25 01:32:00,0,1.0
data_4,2024-02-25 01:33:00,1,8.0
data_4,2024-02-25 01:41:00,0,68.0
data_4,2024-02-25 02:49:00,1,11.0
data_4,2024-02-25 03:00:00,0,2.0
data_4,2024-02-25 03:02:00,1,12.0
data_4,2024-02-25 03:14:00,0,13.0
data_4,2024-02-25 03:27:00,1,6.0
data_4,2024-02-25 03:33:00,0,15.0
data_4,2024-02-25 03:48:00,1,5.0
data_4,2024-02-25 03:53:00,0,4.0
data_4,2024-02-25 03:57:00,1,5.0
data_4,2024-02-25 04:02:00,0,2.0
data_4,2024-02-25 04:04:00,1,5.0
data_4,2024-02-25 04:09:00,0,1.0
data_4,2024-02-25 04:10:00,1,6.0
data_4,2024-02-25 04:16:00,0,29.0
data_4,2024-02-25 04:45:00,1,46.0
data_4,2024-02-25 05:31:00,0,3.0
data_4,2024-02-25 05:34:00,1,6.0
data_4,2024-02-25 05:40:00,0,10.0
data_4,2024-02-25 05:50:00,1,132.0
data_4,2024-02-25 08:02:00,0,1.0
data_4,2024-02-25 08:03:00,1,87.0
data_4,2024-02-25 09:30:00,0,6.0
data_4,2024-02-25 09:36:00,1,18.0
data_4,2024-02-25 09:54:00,0,5.0
data_4,2024-02-25 09:59:00,1,11.0
data_4,2024-02-25 10:10:00,0,9.0
data_4,2024-02-25 10:19:00,1,7.0
data_4,2024-02-25 10:26:00,0,3.0
data_4,2024-02-25 10:29:00,1,7.0
data_4,2024-02-25 10:36:00,0,10.0
data_4,2024-02-25 10:46:00,1,13.0
data_4,2024-02-25 10:59:00,0,1.0
data_4,2024-02-25 11:00:00,1,8.0
data_4,2024-02-25 11:08:00,0,5.0
data_4,2024-02-25 11:13:00,1,11.0
data_4,2024-02-25 11:24:00,0,1.0
data_4,2024-02-25 11:25:00,1,6.0
data_4,2024-02-25 11:31:00,0,3.0
data_4,2024-02-25 11:34:00,1,7.0
data_4,2024-02-25 11:41:00,0,2.0
data_4,2024-02-25 11:43:00,1,12.0
data_4,2024-02-25 11:55:00,0,4.0
data_4,2024-02-25 11:59:00,1,7.0
data_4,2024-02-25 12:06:00,0,5.0
data_4,2024-02-25 12:11:00,1,5.0
data_4,2024-02-25 12:16:00,0,3.0
data_4,2024-02-25 12:19:00,1,8.0
data_4,2024-02-25 12:27:00,0,13.0
data_4,2024-02-25 12:40:00,1,14.0
data_4,2024-02-25 12:54:00,0,18.0
data_4,2024-02-25 13:12:00,1,20.0
data_4,2024-02-25 13:32:00,0,7.0
data_4,2024-02-25 13:39:00,1,13.0
data_4,2024-02-25 13:52:00,0,24.0
data_4,2024-02-25 14:16:00,1,23.0
data_4,2024-02-25 14:39:00,0,17.0
data_4,2024-02-25 14:56:00,1,8.0
data_4,2024-02-25 15:04:00,0,3.0
data_4,2024-02-25 15:07:00,1,7.0
data_4,2024-02-25 15:14:00,0,16.0
data_4,2024-02-25 15:30:00,1,10.0
data_4,2024-02-25 15:40:00,0,12.0
data_4,2024-02-25 15:52:00,1,34.0
data_4,2024-02-25 16:26:00,0,2.0
data_4,2024-02-25 16:28:00,1,5.0
data_4,2024-02-25 16:33:00,0,6.0
data_4,2024-02-25 16:39:00,1,31.0
data_4,2024-02-25 17:10:00,0,1.0
data_4,2024-02-25 17:11:00,1,103.0
data_4,2024-02-25 18:54:00,0,5.0
data_4,2024-02-25 18:59:00,1,21.0
data_4,2024-02-25 19:20:00,0,60.0
data_4,2024-02-25 20:20:00,1,8.0
data_4,2024-02-25 20:28:00,0,2.0
data_4,2024-02-25 20:30:00,1,5.0
data_4,2024-02-25 20:35:00,0,6.0
data_4,2024-02-25 20:41:00,1,34.0
data_4,2024-02-25 21:15:00,0,22.0
data_4,2024-02-25 21:37:00,1,24.0
data_4,2024-02-25 22:01:00,0,21.0
data_4,2024-02-25 22:22:00,1,12.0
data_4,2024-02-25 22:34:00,0,104.0
data_4,2024-02-26 00:18:00,1,5.0
data_4,2024-02-26 00:23:00,0,83.0
data_4,2024-02-26 01:46:00,1,5.0
data_4,2024-02-26 01:51:00,0,8.0
data_4,2024-02-26 01:59:00,1,22.0
data_4,2024-02-26 02:21:00,0,2.0
data_4,2024-02-26 02:23:00,1,10.0
data_4,2024-02-26 02:33:00,0,4.0
data_4,2024-02-26 02:37:00,1,6.0
data_4,2024-02-26 02:43:00,0,6.0
data_4,2024-02-26 02:49:00,1,10.0
data_4,2024-02-26 02:59:00,0,39.0
data_4,2024-02-26 03:38:00,1,12.0
data_4,2024-02-26 03:50:00,0,1.0
data_4,2024-02-26 03:51:00,1,15.0
data_4,2024-02-26 04:06:00,0,34.0
data_4,2024-02-26 04:40:00,1,12.0
data_4,2024-02-26 04:52:00,0,12.0
data_4,2024-02-26 05:04:00,1,14.0
data_4,2024-02-26 05:18:00,0,3.0
data_4,2024-02-26 05:21:00,1,150.0
data_4,2024-02-26 07:51:00,0,1.0
data_4,2024-02-26 07:52:00,1,21.0
data_4,2024-02-26 08:13:00,0,1.0
data_4,2024-02-26 08:14:00,1,34.0
data_4,2024-02-26 08:48:00,0,1.0
data_4,2024-02-26 08:49:00,1,26.0
data_4,2024-02-26 09:15:00,0,15.0
data_4,2024-02-26 09:30:00,1,46.0
data_4,2024-02-26 10:16:00,0,26.0
data_4,2024-02-26 10:42:00,1,24.0
data_4,2024-02-26 11:06:00,0,5.0
data_4,2024-02-26 11:11:00,1,43.0
data_4,2024-02-26 11:54:00,0,9.0
data_4,2024-02-26 12:03:00,1,12.0
data_4,2024-02-26 12:15:00,0,7.0
data_4,2024-02-26 12:22:00,1,24.0
data_4,2024-02-26 12:46:00,0,13.0
data_4,2024-02-26 12:59:00,1,19.0
data_4,2024-02-26 13:18:00,0,22.0
data_4,2024-02-26 13:40:00,1,22.0
data_4,2024-02-26 14:02:00,0,9.0
data_4,2024-02-26 14:11:00,1,17.0
data_4,2024-02-26 14:28:00,0,11.0
data_4,2024-02-26 14:39:00,1,44.0
data_4,2024-02-26 15:23:00,0,19.0
data_4,2024-02-26 15:42:00,1,23.0
data_4,2024-02-26 16:05:00,0,1.0
data_4,2024-02-26 16:06:00,1,15.0
data_4,2024-02-26 16:21:00,0,7.0
data_4,2024-02-26 16:28:00,1,29.0
data_4,2024-02-26 16:57:00,0,7.0
data_4,2024-02-26 17:04:00,1,22.0
data_4,2024-02-26 17:26:00,0,1.0
data_4,2024-02-26 17:27:00,1,61.0
data_4,2024-02-26 18:28:00,0,13.0
data_4,2024-02-26 18:41:00,1,9.0
data_4,2024-02-26 18:50:00,0,227.0
data_4,2024-02-26 22:37:00,1,21.0
data_4,2024-02-26 22:58:00,0,7.0
data_4,2024-02-26 23:05:00,1,21.0
data_4,2024-02-26 23:26:00,0,3.0
data_4,2024-02-26 23:29:00,1,5.0
data_4,2024-02-26 23:34:00,0,109.0
data_4,2024-02-27 01:23:00,1,21.0
data_4,2024-02-27 01:44:00,0,6.0
data_4,2024-02-27 01:50:00,1,7.0
data_4,2024-02-27 01:57:00,0,90.0
data_4,2024-02-27 03:27:00,1,7.0
data_4,2024-02-27 03:34:00,0,2.0
data_4,2024-02-27 03:36:00,1,6.0
data_4,2024-02-27 03:42:00,0,17.0
data_4,2024-02-27 03:59:00,1,5.0
data_4,2024-02-27 04:04:00,0,1.0
data_4,2024-02-27 04:05:00,1,17.0
data_4,2024-02-27 04:22:00,0,1.0
data_4,2024-02-27 04:23:00,1,6.0
data_4,2024-02-27 04:29:00,0,1.0
data_4,2024-02-27 04:30:00,1,9.0
data_4,2024-02-27 04:39:00,0,6.0
data_4,2024-02-27 04:45:00,1,6.0
data_4,2024-02-27 04:51:00,0,1.0
data_4,2024-02-27 04:52:00,1,16.0
data_4,2024-02-27 05:08:00,0,1.0
data_4,2024-02-27 05:09:00,1,5.0
data_4,2024-02-27 05:14:00,0,14.0
data_4,2024-02-27 05:28:00,1,130.0
data_4,2024-02-27 07:38:00,0,5.0
data_4,2024-02-27 07:43:00,1,82.0
data_4,2024-02-27 09:05:00,0,13.0
data_4,2024-02-27 09:18:00,1,15.0
data_4,2024-02-27 09:33:00,0,10.0
data_4,2024-02-27 09:43:00,1,94.0
data_4,2024-02-27 11:17:00,0,1.0
data_4,2024-02-27 11:18:00,1,5.0
data_4,2024-02-27 11:23:00,0,10.0
data_4,2024-02-27 11:33:00,1,25.0
data_4,2024-02-27 11:58:00,0,10.0
data_4,2024-02-27 12:08:00,1,14.0
data_4,2024-02-27 12:22:00,0,5.0
data_4,2024-02-27 12:27:00,1,14.0
data_4,2024-02-27 12:41:00,0,23.0
data_4,2024-02-27 13:04:00,1,32.0
data_4,2024-02-27 13:36:00,0,21.0
data_4,2024-02-27 13:57:00,1,39.0
data_4,2024-02-27 14:36:00,0,3.0
data_4,2024-02-27 14:39:00,1,10.0
data_4,2024-02-27 14:49:00,0,1.0
data_4,2024-02-27 14:50:00,1,28.0
data_4,2024-02-27 15:18:00,0,9.0
data_4,2024-02-27 15:27:00,1,21.0
data_4,2024-02-27 15:48:00,0,3.0
data_4,2024-02-27 15:51:00,1,17.0
data_4,2024-02-27 16:08:00,0,8.0
data_4,2024-02-27 16:16:00,1,17.0
data_4,2024-02-27 16:33:00,0,6.0
data_4,2024-02-27 16:39:00,1,18.0
data_4,2024-02-27 16:57:00,0,3.0
data_4,2024-02-27 17:00:00,1,32.0
data_4,2024-02-27 17:32:00,0,1.0
data_4,2024-02-27 17:33:00,1,61.0
data_4,2024-02-27 18:34:00,0,36.0
data_4,2024-02-27 19:10:00,1,16.0
data_4,2024-02-27 19:26:00,0,82.0
data_4,2024-02-27 20:48:00,1,12.0
data_4,2024-02-27 21:00:00,0,12.0
data_4,2024-02-27 21:12:00,1,10.0
data_4,2024-02-27 21:22:00,0,102.0
data_4,2024-02-27 23:04:00,1,18.0
data_5,2024-02-24 00:00:00,1,35.0
data_5,2024-02-24 00:35:00,0,22.0
data_5,2024-02-24 00:57:00,1,5.0
data_5,2024-02-24 01:02:00,0,12.0
data_5,2024-02-24 01:14:00,1,6.0
data_5,2024-02-24 01:20:00,0,2.0
data_5,2024-02-24 01:22:00,1,34.0
data_5,2024-02-24 01:56:00,0,17.0
data_5,2024-02-24 02:13:00,1,17.0
data_5,2024-02-24 02:30:00,0,41.0
data_5,2024-02-24 03:11:00,1,6.0
data_5,2024-02-24 03:17:00,0,2.0
data_5,2024-02-24 03:19:00,1,23.0
data_5,2024-02-24 03:42:00,0,2.0
data_5,2024-02-24 03:44:00,1,14.0
data_5,2024-02-24 03:58:00,0,12.0
data_5,2024-02-24 04:10:00,1,53.0
data_5,2024-02-24 05:03:00,0,3.0
data_5,2024-02-24 05:06:00,1,8.0
data_5,2024-02-24 05:14:00,0,8.0
data_5,2024-02-24 05:22:00,1,341.0
data_5,2024-02-24 11:03:00,0,1.0
data_5,2024-02-24 11:04:00,1,10.0
data_5,2024-02-24 11:14:00,0,1.0
data_5,2024-02-24 11:15:00,1,14.0
data_5,2024-02-24 11:29:00,0,2.0
data_5,2024-02-24 11:31:00,1,27.0
data_5,2024-02-24 11:58:00,0,6.0
data_5,2024-02-24 12:04:00,1,18.0
data_5,2024-02-24 12:22:00,0,29.0
data_5,2024-02-24 12:51:00,1,146.0
data_5,2024-02-24 15:17:00,0,7.0
data_5,2024-02-24 15:24:00,1,6.0
data_5,2024-02-24 15:30:00,0,8.0
data_5,2024-02-24 15:38:00,1,247.0
data_5,2024-02-24 19:45:00,0,4.0
data_5,2024-02-24 19:49:00,1,46.0
data_5,2024-02-24 20:35:00,0,27.0
data_5,2024-02-24 21:02:00,1,30.0
data_5,2024-02-24 21:32:00,0,4.0
data_5,2024-02-24 21:36:00,1,5.0
data_5,2024-02-24 21:41:00,0,2.0
data_5,2024-02-24 21:43:00,1,6.0
data_5,2024-02-24 21:49:00,0,1.0
data_5,2024-02-24 21:50:00,1,73.0
data_5,2024-02-24 23:03:00,0,3.0
data_5,2024-02-24 23:06:00,1,24.0
data_5,2024-02-24 23:30:00,0,18.0
data_5,2024-02-24 23:48:00,1,22.0
data_5,2024-02-25 00:10:00,0,6.0
data_5,2024-02-25 00:16:00,1,17.0
data_5,2024-02-25 00:33:00,0,3.0
data_5,2024-02-25 00:36:00,1,186.0
data_5,2024-02-25 03:42:00,0,4.0
data_5,2024-02-25 03:46:00,1,26.0
data_5,2024-02-25 04:12:00,0,5.0
data_5,2024-02-25 04:17:00,1,18.0
data_5,2024-02-25 04:35:00,0,13.0
data_5,2024-02-25 04:48:00,1,66.0
data_5,2024-02-25 05:54:00,0,1.0
data_5,2024-02-25 05:55:00,1,787.0
data_5,2024-02-25 19:02:00,0,7.0
data_5,2024-02-25 19:09:00,1,93.0
data_5,2024-02-25 20:42:00,0,18.0
data_5,2024-02-25 21:00:00,1,6.0
data_5,2024-02-25 21:06:00,0,30.0
data_5,2024-02-25 21:36:00,1,38.0
data_5,2024-02-25 22:14:00,0,4.0
data_5,2024-02-25 22:18:00,1,61.0
data_5,2024-02-25 23:19:00,0,1.0
data_5,2024-02-25 23:20:00,1,7.0
data_5,2024-02-25 23:27:00,0,17.0
data_5,2024-02-25 23:44:00,1,39.0
data_5,2024-02-26 00:23:00,0,9.0
data_5,2024-02-26 00:32:00,1,61.0
data_5,2024-02-26 01:33:00,0,4.0
data_5,2024-02-26 01:37:00,1,37.0
data_5,2024-02-26 02:14:00,0,3.0
data_5,2024-02-26 02:17:00,1,29.0
data_5,2024-02-26 02:46:00,0,5.0
data_5,2024-02-26 02:51:00,1,11.0
data_5,2024-02-26 03:02:00,0,2.0
data_5,2024-02-26 03:04:00,1,63.0
data_5,2024-02-26 04:07:00,0,4.0
data_5,2024-02-26 04:11:00,1,8.0
data_5,2024-02-26 04:19:00,0,12.0
data_5,2024-02-26 04:31:00,1,16.0
data_5,2024-02-26 04:47:00,0,1.0
data_5,2024-02-26 04:48:00,1,288.0
data_5,2024-02-26 09:36:00,0,2.0
data_5,2024-02-26 09:38:00,1,41.0
data_5,2024-02-26 10:19:00,0,4.0
data_5,2024-02-26 10:23:00,1,17.0
data_5,2024-02-26 10:40:00,0,3.0
data_5,2024-02-26 10:43:00,1,25.0
data_5,2024-02-26 11:08:00,0,1.0
data_5,2024-02-26 11:09:00,1,9.0
data_5,2024-02-26 11:18:00,0,11.0
data_5,2024-02-26 11:29:00,1,35.0
data_5,2024-02-26 12:04:00,0,1.0
data_5,2024-02-26 12:05:00,1,45.0
data_5,2024-02-26 12:50:00,0,16.0
data_5,2024-02-26 13:06:00,1,12.0
